C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_50_400.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_50_400.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_50_400.jpg,0,0,0,1.17255
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_50_511.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_50_511.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_50_511.jpg,0,0,0,1.15845
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_50_592.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_50_592.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_50_592.jpg,0,0,0,1.149149
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_50_716.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_50_716.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_50_716.jpg,0,0,0,1.135336
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_50_829.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_50_829.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_50_829.jpg,0,0,0,1.12169
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_50_951.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_50_951.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_50_951.jpg,0,0,0,1.108208
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_023.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_023.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_023.jpg,0,0,0,1.101527
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_137.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_137.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_137.jpg,0,0,0,1.088287
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_228.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_228.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_228.jpg,0,0.2163294,0,1.273038
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_347.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_347.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_347.jpg,0,0.1607013,0,1.59178
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_478.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_478.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_478.jpg,0,0.2199888,0,1.748772
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_595.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_595.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_595.jpg,0,0.5910165,0,2.412704
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_692.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_692.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_692.jpg,-0.15,0.9267603,0,3.596095
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_764.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_764.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_764.jpg,-0.3,1,0,4.29008
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_875.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_875.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_875.jpg,-0.6000001,1,0,5.639808
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_51_948.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_51_948.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_51_948.jpg,-0.8000001,1,0,6.502167
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_057.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_057.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_057.jpg,-1,0.6682138,0,7.243705
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_186.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_186.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_186.jpg,0,0.2838953,0,7.626656
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_307.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_307.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_307.jpg,-0.2,0,0,7.600622
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_380.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_380.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_380.jpg,-0.35,0,0,7.535079
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_508.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_508.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_508.jpg,0,0,0,7.418039
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_630.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_630.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_630.jpg,0,0.2184354,0,7.527087
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_754.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_754.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_754.jpg,0,0.5909088,0,8.162644
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_864.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_864.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_864.jpg,0,0.2563542,0,8.59096
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_52_987.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_52_987.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_52_987.jpg,-0.15,0,0,8.553254
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_112.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_112.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_112.jpg,-0.45,0,0,8.398746
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_231.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_231.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_231.jpg,0,0,0,8.275612
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_356.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_356.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_356.jpg,-0.15,0,0,8.171356
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_494.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_494.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_494.jpg,0,0,0,8.032277
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_616.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_616.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_616.jpg,-0.2,0,0,7.927444
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_743.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_743.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_743.jpg,-0.5000001,0,0,7.778284
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_865.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_865.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_865.jpg,0,0,0,7.640472
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_53_988.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_53_988.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_53_988.jpg,-0.3,0,0,7.529395
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_095.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_095.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_095.jpg,0,0,0,7.422367
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_221.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_221.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_221.jpg,-0.15,0,0,7.328168
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_288.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_288.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_288.jpg,-0.35,0,0,7.246252
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_405.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_405.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_405.jpg,-0.6500001,0,0,7.090044
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_524.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_524.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_524.jpg,-0.9500002,0,0,6.896391
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_667.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_667.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_667.jpg,-1,0,0,6.71681
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_789.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_789.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_789.jpg,-1,0,0,6.605072
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_899.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_899.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_899.jpg,0,0,0,6.365204
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_54_975.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_54_975.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_54_975.jpg,0,0,0,6.307679
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_084.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_084.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_084.jpg,0,0,0,6.231504
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_216.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_216.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_216.jpg,0,0.3962958,0,6.558787
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_334.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_334.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_334.jpg,0,0.7487937,0,7.396151
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_447.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_447.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_447.jpg,0,1,0,8.6724
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_569.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_569.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_569.jpg,0,1,0,10.01559
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_691.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_691.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_691.jpg,0,1,0,11.34265
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_811.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_811.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_811.jpg,-0.15,1,0,12.63021
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_55_942.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_55_942.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_55_942.jpg,-0.45,1,0,13.80914
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_059.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_059.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_059.jpg,-0.7500002,1,0,14.84044
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_166.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_166.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_166.jpg,0,0.7649062,0,15.48454
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_253.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_253.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_253.jpg,0,0.4175676,0,16.01542
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_386.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_386.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_386.jpg,-0.2,0.02042913,0,16.18089
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_509.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_509.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_509.jpg,-0.5000001,0,0,15.89903
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_616.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_616.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_616.jpg,0,0,0,15.48139
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_707.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_707.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_707.jpg,0,0,0,15.34943
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_808.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_808.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_808.jpg,0,0,0,15.43224
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_56_933.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_56_933.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_56_933.jpg,0,0.3710469,0,15.42408
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_053.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_053.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_053.jpg,0,0.7341492,0,16.26106
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_165.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_165.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_165.jpg,0,1,0,17.492
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_287.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_287.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_287.jpg,0,1,0,18.74381
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_412.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_412.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_412.jpg,0,1,0,19.95672
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_524.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_524.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_524.jpg,0,1,0,21.14836
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_646.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_646.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_646.jpg,0,1,0,22.32485
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_764.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_764.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_764.jpg,0,1,0,23.49241
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_57_885.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_57_885.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_57_885.jpg,0,1,0,24.65322
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_006.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_006.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_006.jpg,0,1,0,25.80361
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_136.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_136.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_136.jpg,-0.2,0.7769077,0,26.73905
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_239.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_239.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_239.jpg,-0.45,0.4634779,0,27.05643
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_377.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_377.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_377.jpg,0,0.0510214,0,26.96342
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_489.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_489.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_489.jpg,-0.15,0,0,26.64353
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_607.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_607.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_607.jpg,0,0,0,26.28142
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_730.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_730.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_730.jpg,-0.15,0,0,25.95765
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_803.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_803.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_803.jpg,-0.3,0,0,25.76557
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_58_926.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_58_926.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_58_926.jpg,0,0,0,25.39416
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_050.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_050.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_050.jpg,-0.3,0,0,25.04688
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_174.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_174.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_174.jpg,0,0,0,24.73564
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_291.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_291.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_291.jpg,-0.3,0,0,24.39894
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_417.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_417.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_417.jpg,0,0,0,24.04469
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_529.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_529.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_529.jpg,-0.2,0,0,23.74397
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_648.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_648.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_648.jpg,-0.5000001,0,0,23.32859
C:\Users\A113\Documents\DLA\IMG\center_2025_07_21_15_52_59_716.jpg,C:\Users\A113\Documents\DLA\IMG\left_2025_07_21_15_52_59_716.jpg,C:\Users\A113\Documents\DLA\IMG\right_2025_07_21_15_52_59_716.jpg,0,0,0,23.16401
